772,2,1,3,1,1,2,1,3,0
0,646,0,0,0,0,0,0,0,1
3,6,431,6,0,3,1,2,2,0
1,1,4,401,0,7,0,0,4,0
2,8,1,0,424,1,1,5,0,1
2,0,0,5,2,335,7,1,1,2
6,4,0,0,2,3,399,0,0,0
0,2,0,0,2,0,0,387,0,11
2,9,1,5,1,1,0,0,309,3
0,5,0,1,0,0,0,4,1,388
